course,type,code,description
engineering_product,elective,30-117,"This is a course in electric power systems. Topics include: overview of electric transmission and distribution networks; ac transmission lines and cable systems; fundamental principles of major power system components – generators, transformers and motors; characteristics and requirements of power system loads; power system operation and control; earthing and safety requirements; faults in power system and protection; design of industrial and commercial distribution for mission-critical facilities; reliability analysis, risk assessment, safety and maintainability considerations; power quality and interface issues with renewable and alternative energy sources. This subject is endorsed by PEB (Professional Engineer Board) Singapore. It is an essential subject for electrical engineering, which fits into EPD Electrical Engineering specialisation track curriculum and also requirement for a student in applying as a practicing engineer after graduation in Electrical Engineering. Power system in our context covers Power & Energy analysis and design. This is an essential course for all electrical engineering disciplines and also for those dealing with machinery (mechanical engineering). For industrial robot, eg. robotic arms, this is a basic requirement to understand power system, eg. three phases drive. 30.117 is a 12 unit subject (5-0-7), which means that the overall weekly time commitment is, on average, approximately 12 hours. The actual workload will depend on a number of factors, including the ability of design teams to plan and schedule their time efficiently, the scope chosen by design teams, self-study, homework time. Workload comprises participation in Design, Concept, Implement & Operate (2 .5 hours per week), Reflection & Interaction ( 2.5 hours per week) and non-guided project work (7 hours per week, non-assigned contact time, group meetings, lab note and communication preparation) per week. Prerequisites will be strictly enforced with a grade of at least a Pass. Textbooks References"
engineering_product,elective,30-119,"This subject provides an overview of robot mechanisms, dynamics, and intelligent controls. Topics include planar and spatial kinematics, and motion planning; mechanism design for manipulators and mobile robots; multi-body dynamics; control design, actuators, and sensors; sensing and perception to enable intelligent behavior; and computer vision. Weekly laboratories provide experience with servo drives, real-time control, task modelling and embedded software. Students will build working robotic systems in a group-based term project. The course will include lectures, instructor-led discussions and breakout group activities in the discussions. Project work is completed outside of lesson time. Homework assignments are to be completed individually as noted on each assignment. Exams are written. Project work will be performed on a group basis, unless otherwise specified. No late projects will be accepted. All assignments must be turned in on time. Assignments will not be accepted or graded after the due date/time. Do not attempt to hand-in late assignments, unless you have prior approval. Text References"
engineering_product,elective,30-120,"This subject provides exposure to a range of current industrial processes and practices used to manufacture products in high and low volumes, with in-depth focus on several selected processes. It gives an integrated perspective of design, engineering, and management disciplines and practices for analysis and design of manufacturing enterprises. Emphasis is on the physics and stochastic nature of manufacturing processes and systems, and their effects on quality, rate, cost, and flexibility. Topics include process physics and control, design for manufacturing, and manufacturing systems. Group project requires design and fabrication of parts using mass-production and assembly methods to produce a product in quantity. Develop an understanding of the principles and approaches to At the end of the course, a student should be able to The course will include instructor-led discussions and breakout group activities. Project work is completed outside of lesson time. Homework assignments are to be completed individually as noted on each assignment. Exams are written. Text References"
engineering_product,elective,30-123,"This project-based design course aims to teach the students in developing fundamentals of the design aspects of biomedical and healthcare devices and diagnostics. The course has been designed to educate students to solve real-life clinical problems using their engineering knowledge by designing and developing biomedical products that can be ranging from devices, in-vitro diagnostic kits, and instruments. During the first week of class, students for project teams (~3-4 students per team) to carry out a design project to solve a clinical problem (identified and proposed by healthcare professionals). Case studies of biomedical device designs and hands-on prototyping sessions are used extensively throughout the course. These, as well as guest lectures (clinicians and MedTech start-up experts), discussion sections, and design reviews, are designed to encourage students to consider the broader social and clinical contexts of engineering and design. Emphasis will be on the development of creative and innovative designs that are motivated by qualitative and quantitative analytical models. There will also be lectures on specific aspects pertinent to medical devices including regulatory, safety, and testing requirements and design control guidance. Design activities include: (i) understand and document the clinical challenge, needs, users, and environment (meet clinical mentor and observe the problem by yourself at the hospital), (ii) develop technical and functional requirements and design specifications, generate and select design concepts, and (iii) perform design calculations, optimize the design, and necessary design trade-offs, and (iv) experimental prototyping and requirements verification testing. This course will have a significant communication component as students will present ideas in class, to the medical community, and to designers and engineers at SUTD. At the end of the course, students would have gained the knowledge needed to design and develop healthcare products, acquired an understanding of fundamental principles of design process and aspects of biomedical devices and diagnostics, and learned how to execute a successful healthcare product design and development by avoiding common quality and regulatory issues. This project-based design course aims to teach the students in developing fundamentals of the design aspects of biomedical and healthcare devices and diagnostics. The course has been designed to educate students to solve real-life clinical problems using their engineering knowledge by designing and developing biomedical products that can be ranging from devices, in-vitro diagnostic kits, and instruments. Students completing this course should be able to: The course will include instructor-led lectures and discussions and in-class individual and group design-activities during a class session (1 x 2 hours/week). Cohort class sessions (1 x 3 hours/week) will be the time to review team tasks, assignments, and progress. Students complete most of their design work outside of class and cohort sessions. Each week of this course will include a variety of design activities: lectures on healthcare engineering topics, invited lectures by other professors and researchers working in the medical device field, hands-on prototyping, discussions, and presentations from your classmates. Weekly meetings for each group will be arranged with the course faculty to review the progress and brainstorm/solve project design problems as well as assist in locating appropriate resources required. Like other design courses at SUTD, starting from the first week, students are expected to maintain a lab notebook or design journal that will be updated to keep track of the design process throughout the course. Students are expected to deliver a functioning proof-of-concept prototype that solves an unmet clinical need. At the end of the term, each team will give a 30-minutes presentation and discussion to the class as well as other interested parties from Medical Community and SUTD. Projects 1D: This is a project-based course. Please refer the grading section for assessment components. Assignments All individual assignments are to be performed separately. Group assignments are to be completed with input and agreement from all teammates; all members of the team will be expected to be able to explain the assumptions and reasoning behind the submitted work. Homework assignments are project tasks, completing the homework is mandatory toward completing the project. Homework assignments are also components of the design reviews (refer grading section). Peer evaluation Peer evaluations of contributions to group work will be used individualize grades on the project. These points are to ensure that students take an active role in the learning process and are fully engaged in all aspects of the course. Each team member will assume a Team Leader position on a rotating basis, and will be in charge of a design review or the final presentation. The peer evaluation score will include an assessment of each member’s participation level, quality of work, and leadership skills. Class participation This portion of final grades includes active participation during class discussions, in-class design activities, case-study discussions, and prototyping sessions. You are also expected to actively participate in providing feedback to other teams during their design review presentations. Design reviews Two separate formal design reviews resulting in a group grade: 15-minutes presentations to the class with 15-minutes discussion for each group focusing on the assigned review criteria. Each presentation and associated report. Written reports parallel the presentations and follow the formatting as described. Final exam Each group will give 20-minute presentations to CGH healthcare professionals and SUTD designers and engineers with 10 minutes Q&A. You will cover the design question, approach, and development of the Final Project. Term paper will be the final report. No separate report needed. Technical innovation Final working prototypes from each group will be evaluated for innovative approach to solve the proposed problem and against the group’s updated needs statement and design requirements. Whether your final proposed solutions innovatively meet the design requirements? To gain greater benefit from the in-class discussions and briefing, you should complete the assigned reading before coming to class. Even a superficial first reading the night before the class period will improve your comprehension and retention of the material covered and can actively participate in discussions. Your performance in this course will rely on how well you assimilate the assigned reading, apply for your team project, participate in in-class discussions, and design contributions. The project result (working proof-of-concept prototype) and all purchased materials must be turned in at the end of the course."
engineering_product,elective,30-200,"This subject introduces students to key micro-fabrication and nano-engineering techniques that serve as a “toolbox” for product design in the micro/nano-technology area. Concepts, ideas and enabling tools of micro/nano-technologies are taught through hands-on intensive lab modules, which include microfluidics, micro and nano-patterning, nanomaterials and molecular scale imaging tools. Students will learn to operate some common instruments in the area of micro/nano-technology (e.g. UV exposure, plasma treatment machine, upright and inverted fluorescence microscope, nanoimprinter, scanning electron microscope), make micro/nano-scale devices and structures, perform experimental observation and improve experimental set-ups. The course is highly interdisciplinary in the development of integrative thinking of fundamental science and engineering knowledge curriculum through building, observing and manipulating objects at the micro and nano-scale. Students will have a broad view on how micro/nano-technologies are being advanced, and their huge impact on biomedical and precise manufacturing applications. This is an advanced undergraduate course that focuses on laboratory learning on the topic of micro-fabrication and nano-engineering techniques. This course provides hands-on experiences via building, observing and manipulating micro and nano-scale structures/devices. This course also exposes students to the state-of-the-art micro/nano-technologies, and prepares them with hands-on skills to enter relevant industrial careers. Students completing this course should be able to: This course includes one instructor-led lecture (1.5 hr) and one laboratory session (3.5 hr) with the assistance from instructor and TA in each week. The alternating lecture and laboratory scheme allows to continually applying concepts introduced in lecture to the laboratory bench top. The lectures cover the background, fundamental principles, engineering problems and practical applications of key techniques at the micro and nano-scale. The lab modules will give students the opportunities to touch, see, design and build micro and nano-scale objects and think about their design implications and the underlying science through lab sessions. For each lab module, a comprehensive lab manual containing background material, laboratory protocols and lab write-up questions will be distributed in lecture. There are 10 lab modules organized into the following categories (subject to change): In the laboratory, 3-4 students form a group to complete all the experiments together. The small group setting allows all the students to personally experience the technique and operate on advanced tools. All the students are highly encouraged to maintain a separate lab notebook for recording any observations, results, or comments while performing the experiments. Students will also find it helpful to carry a USB drive to download data, or a camera to record images. To ensure that there are no injuries or accidents, lab safety training is mandatory. Lab attire includes close-toed shoes; no shorts or loose clothing/hair. Follow common sense in the lab, e.g. running and jumping around can be potentially dangerous! Class attendance and participation in experiments are required, and will be reflected in the final grade. Communication with the instructors and staff helps us get to know you, and is a valuable skill for working through problems and maximizing your laboratory experience. No required text. Lecture note will be posted in e-Dimension prior to the lecture. In order to gain greater benefit from the lectures, the students should go through the lecture notes prior to the class. References and extra reading materials will be announced in class"
engineering_product,elective,30-201,"This course is an introduction to the design and analysis of wireless communications systems and internet-of-things. Students will understand the basic fundamental challenges, and study state-of-the-art technologies, in terms of internet-of-things system architecture, signaling protocol, and wireless communications techniques. Students will build a working cloud-connected wireless internet-of-things smart systems in a group-based lab and project. Students will have a good understanding on the challenges in wireless communications and internet-of-things system, and learn the knowledge and skill to design and build a working prototype. Cohort based learning, homework, exam, lab, and project. –"
engineering_product,elective,30-202,"30.202 Design of Intelligent Digital Integrated Circuits and Systems examines the device and circuit level optimization of digital building blocks. Topics covered include: MOS device models including Deep Sub-Micron effects; circuit design styles for logic, arithmetic and sequential blocks; estimation and minimization of energy consumption; interconnect models and parasitic; device sizing and logical effort; timing issues (clock skew and jitter) and active clock distribution techniques; memory architectures, circuits (sense amplifiers) and devices; testing of integrated circuits. The course employs extensive use of circuit layout and SPICE in design projects and software labs. New topics such as machine learning, and cryptography are covered also for system level design. Integrated Circuits Design in our context covers Integrated Circuits analysis and design. This is an essential course for all engineer where Integrated Circuits is widely used, especially for electrical engineering, computer engineering students, biomedical engineering, mechatronics and etc. It is because miniaturization is required for those engineering product design. 30.202 is a 12 unit subject (5-0-7), which means that the overall weekly time commitment is, on average, approximately 12 hours. The actual workload will depend on a number of factors, including the ability of design teams to plan and schedule their time efficiently, the scope chosen by design teams, self-study, homework time. Workload comprises participation in Design, Concept, Implement & Operate (2 .5 hours per week), Reflection & Interaction ( 2.5 hours per week) and non-guided project work (7 hours per week, non-assigned contact time, group meetings, lab note and communication preparation) per week. Text Provide clear breakdown of grading categories and percentages for the course. Consider SUTD’s and EPD’s pedagogical philosophies and approaches, such as 4D Design, active learning, and minimizing straight, passive lectures, as well as SUTD’s mission, vision, and core values. Prerequisites will be strictly enforced with a grade of at least a Pass. Assignments will not be accepted/graded after the due date/time. Do not attempt to hand-in late writing assignments. Click here to view."
engineering_product,elective,30-203,"This course will introduce students to the broad discipline of biomedical engineering, and the fundamental life science and engineering principles associated with biomedical systems and healthcare delivery. The course focuses on three key application areas of biomedical implants, instrumentation, and diagnostics, and will familiarize students with the theoretical and practical considerations relevant to the design and development of biomedical devices, tools, and systems in these areas. This course aims to familiarize students with the theoretical and practical considerations relevant to the design and development of biomedical devices, tools, and systems in three key application areas of biomedical implants, bioinstrumentation, and medical diagnostics. By the end of the course, students will be able to: Students will learn through a combination of interactive lectures, field trips, case studies, lab modules, literature analyses, research projects, and guest lectures. Grades are assigned based on consistency and the mastery of the course material. A is representative of exceptional work over the entire term with mastery of the course material. B indicates a good performance overall with a few snags. C represents a satisfactory understanding and minimal contribution to the class. D/F indicates below average contribution and effort in the class. The overall grade for the course will be determined as follows: Exams All exams are compulsory – absentees will receive a zero grade. Other situations will be considered in a case-by-case basis at the discretion of the instructor. Course Assignments Course assignments include problem sets, in-class worksheets, lab abstracts, literature reviews, and student presentations. Late submission within 24 hours after the due date will receive 50% of the grades. Submissions after 24 hours will not be graded. Deadlines will be clearly stated and strictly adhered to. Recurrent late assignments will not be accepted. Participation and Attendance Students are expected to participate actively in all class sessions and activities. Recurrent absences or lateness to class will be reflected in a lower participation grade. Attendance for the midterm and final exams, lab activities, field trips, and student presentations is mandatory. Excused absences will be permitted with advanced notice and documentation. Academic Honesty All students are expected to complete their own written work on all assignments and assessments. You may work together and discuss assignments with your classmates, but all answers should be written in your words. Disciplinary penalties will be imposed on any attempt to plagiarize or copy work."
engineering_product,elective,30-303,"Industry 4.0 and 3D printing is a new course in EPD pillar, which will be offered from the spring of 2021. The latest industrial revolution is named as Industry 4.0, which is defined as the combination of smart manufacturing systems and developed information technologies. The success model of Industry 4.0 is enabled by a group of tools such as cloud computing, machine learning, big data, internet of things and cyber-physical systems. This course will bring an overall understanding of Industry 4.0 and its revolutionary implications to smart manufacturing, smart products/services and smart cities. The implementation, opportunities and challenges of Industry 4.0 will also be discussed. The powerful change in production techniques will require the extensive use of digital intelligence in the entire production process. As one of the important manufacturing methods of Industry 4.0, additive manufacturing (AM) or three-dimensional (3D) printing will be introduced in the second part of course. 3D printing offers numerous benefits to a smart factory, such as high production efficiency, time and material saving, rapid prototyping, and decentralised production methods. Our course will provide a comprehensive study on the liquid, solid and powder-based 3D printing methods. The course will also offer insights on the applications and future trend of 3D printing. By the end of this course, the students will be able to Students successful in this course will have mastered the ability to: Required Recommended"
engineering_product,elective,30-316,"The course is a cross-disciplinary collaboration between Architecture and Sustainable Design (ASD) and Engineering Product Development (EPD). It brings together material science and digital fabrication, fusing natural composites with industrial robotics, aiming to produce innovation in the realm of sustainable design and manufacturing. It suggests that designs inspired by biological processes found in nature, may assist in transforming society toward a more environmentally benign mode of production from the ground up. This process starts from the understanding of the principles behind structural biological systems and the development of tools embracing the paradigm imposed by nature instead of those predefined by the existing manufacturing technologies. As a research and design course, students are required to develop their own proposals, methods and artifact which may lead to publication of results in journals and conferences. After successful completion of the subject, students will be able to: The class is conducted as a project-based module. The assignments build towards the final project. Students are expected to produce: ASD EPD List of recommended readings that cover concepts from various domains relevant to digital design and fabrication. Excerpts from those reading sources are incorporated in the lecture sessions. Students are encouraged to further their understanding of the subject by self-study. Number of credits: 9 (ASD) + 12 (EPD) Workload: 1-3-5 (ASD) + 2-3-7 (EPD) *The first number represents the number of hours per week assigned for lectures, recitations and cohort classroom study. The second number represents the number of hours per week assigned for labs, design, or field work. The third number represents the number of hours per week assigned for independent study."
engineering_systems,core,40-002,"The course covers a broad range of optimisation algorithms and models. The course will cover the following topics: linear programming, simplex algorithm, duality, sensitivity analysis, two player zero-sum games, network optimisation, minimum cost flow, network simplex algorithm, integer programming, branch and bound methods, cutting plane methods, dynamic programming. Throughout the course, a number of applications from various areas will be discussed. At the end of the term, students will be able to: Prerequisites (for Exchange Students): Multivariable Calculus and Linear Algebra Number of credits: 12"
engineering_systems,core,40-011,"This course provides an introduction to the Engineering Systems and Design pillar by focusing on using industrial or commercial data to identify an opportunity for system improvement and estimating the value of this improvement to the system owner. A signature feature of the course and the primary motivation for the course material comes from a team-based, semester-long project for an external client. Students develop skills in organising industrial projects and in presenting their results in oral, written, and poster form. In addition, problems in improving system throughput and flowtime are used throughout to motivate many of the topics. Students acquire skills in data manipulation, data visualisation, data analysis, system modelling, revenue and cost estimation, financial ratio analysis, and business simulation. Upon completion of this course, students will be able to: Number of credits: 12"
engineering_systems,core,40-012,"This course introduces concepts and techniques related to the design, planning, control, and improvement of both manufacturing and service systems. The course provides basic definitions of operations management terms, tools and techniques for analysing system operations, and a strategic context for making operational decisions. In particular, the topics covered include: Manufacturing and inventory decisions for single and multi-echelon systems under deterministic and stochastic demand in the presence or absence of production/transportation lead time; trade-off between fixed cost of production and inventory holding costs; trade-off between holding and back-order/stock-out costs; stochastic modelling and queuing analysis for analysing transient and steady-state performance of service systems; cost analysis of multi-server queues and network of queues; priority queues; risk pooling in manufacturing and service systems. Upon successful completion of the course, students will be able to Number of credits: 12"
engineering_systems,core,40-015,"This course will introduce students to various aspects of analysing complex systems using simulation methodologies. The course will address broadly three main forms of simulation of systems: Various case studies with applications in healthcare, urban planning, airport management, and logistics and inventory management will be discussed. The implementation of simulation techniques, comparison of competing designs using Monte Carlo methods, and statistical analysis of outputs will be conducted using a variety of programming tools, including MS Excel, InsightMaker, JaamSim, JavaScript, and Python. On successful completion of this course, students should be able to On successful completion of this course, students will be adept in the following. Number of credits: 12"
engineering_systems,core,40-016,"The increasing availability of data is changing the way organizations are thinking about themselves and the way they interact with the world. Data is helping improve the profits of businesses, the quality of life of individuals, the predictions on performance of sports teams and social interactions. In this course you will learn how to use data and analytics to give you an edge. The course will expose students to real world examples of how analytics is being used with examples from Moneyball, Watson and the Framingham Heart Study among others. Through these examples you will learn on how to use tools of analytics such as linear regression, logistic regression, classification and regression trees, graphical models, visualization, text analytics, clustering and optimization in practice. The statistical software R and spreadsheets will be used in the course. At the end of the term, students will be able to: Number of credits: 12"
engineering_systems,core,40-017,"This course builds upon the material taught in Modelling Uncertainty. The course will provide students with the foundations of data analysis, and give them tools for analyzing situations that involve uncertainty and building statistical models. It will also develop students’ critical thinking skills. Applications and examples relevant to engineering systems will be given. The topics covered will include: multivariate normal, Poisson process, limit theorems, regression, point and interval estimation, hypothesis testing, analysis of variance, and introductory Bayesian statistics. At the end of the term, students will be able to: Number of credits: 12"
engineering_systems,core,40-018,"Iterative methods are mathematical procedures that use an initial value to generate a sequence of improving approximate solutions for a class of problems, in which the current approximation is derived from the previous ones. This course introduces two important types of iterative methodologies often encountered in the analysis and design of engineering systems: 1) metaheuristic optimisation algorithms; and 2) model-based analysis and design tools for dynamical systems. The first part of the course focuses on metaheuristics optimisation algorithms — artificial intelligence search methods used to find approximate solutions to complex optimisation problems (potentially) under incomplete information and/or limited computation power. The course will describe a variety of metaheuristic search methods including simulated annealing, tabu search, evolutionary algorithms, swarm optimisation, and multi-objective methods. The second part of the course introduces basic models for dynamical systems (discrete-time state space representations), core system properties, and model-based design methods for estimation and control. State space models characterize the time evolution of dynamical systems, from particular initial conditions, in response to driving external inputs. In this part of the course, we will introduce important system-theoretic properties (equilibria, stability, observability, and controllability) that characterize the behaviour and evolution of system trajectories and enable analysis and design for estimation and control. Number of credits: 12"
engineering_systems,elective,01-102,"Broadly, this course aims to acquaint students with both the operation and economics of modern electric power systems. Topics include optimal power flow, unit commitment, economic dispatch, electricity markets, as well as emerging techniques for renewable energy integration and demand response. By the end of the course, students will have developed a firm grasp of optimal power system operations, the emerging challenges facing deep renewable energy integration, tools to effectively tackle said challenges, as well as the energy system and markets in Singapore. ​ At the end of the term, students will be able to: Number of credits: 12"
engineering_systems,elective,01-107,"This course provides students with an understanding of current challenges and opportunities in land transportation. It introduces road vehicle propulsion technologies and transportation systems modelling, including the tools and methods to assess technologies and system performance. Topics include conventional and alternative vehicle powertrains, intelligent transportation systems (ITS), transportation network modelling, traffic simulation, and travel demand modelling. Students will complete a project on a subject of their choosing. At the end of the term, students will be able to: – Number of credits: 12"
engineering_systems,elective,40-230,"Design for Sustainability is the integration of social, environmental, and economic considerations in the design of products, processes, and engineered systems. This course introduces the concept of sustainability – both theory and applications – to engineers and designers. Students will apply tools to perform life cycle environmental impact assessment, which provide decision guidance on the design, maintenance, and operations of products and systems. – Number of credits: 12"
engineering_systems,elective,40-240,"This course will focus on the financial theory of asset pricing. While this course will be broad in scope and will cover many different topics relating to finance, a particular emphasis will be placed on topics related to financial markets. The primary topics covered in the class include present value, asset valuation, expected utility, portfolio selection, and the trade-off between risk and return. At the end of the term, students will be able to: Number of credits: 12"
engineering_systems,elective,40-242,"Introduction to the theory and practice of mathematical finance: basics of derivative securities; interest rate and bonds; forward and futures contracts, hedging using futures contracts; option contracts and arbitrage relationship; binomial model, no-arbitrage pricing, risk-neutral pricing, and American options pricing; Brownian motion, Black-Scholes-Merton model, delta hedging, Greek letters, implied volatility, and volatility smile; classical and advanced portfolio management and execution models and strategies. At the end of the term, students will be able to: Number of credits: 12"
engineering_systems,elective,40-250,"Practising engineers today play a vital role in ensuring the success of sustained generation of quality goods and services which hinges on not just technology, which changes rapidly with time, but also operational excellence. This course brings out proven strategic approaches and practical techniques essential for quality of products and operational competitiveness in the complex and changing world. The insights and knowledge gained would also be useful for students wishing to acquire professional certification after completion of the course. Number of credits: 12"
engineering_systems,elective,40-260,"Introduces concepts of supply chain design and operation. Topics include demand estimation, location and capacity planning, process analysis, inventory management, revenue management, supply chain procurement and coordination, and emerging topics in supply chains. A major aspect of the class is a student project on supply chain design. At the end of the term, students will be able to: Number of credits: 12"
engineering_systems,elective,40-302,"This course introduces you to convex optimisation, a powerful optimisation model with effective algorithms and strong guarantees of finding the best solution. Convex optimisation is widely used in fields like engineering and machine learning, where making accurate decisions is important. We will cover modelling techniques, explore duality, and learn about sensitivity analysis, which helps us see how changes in parameters affect solutions. In the course we will also cover basic algorithms needed to solve convex optimisation problems. At the end of the term, students will be able to: Number of credits: 6"
engineering_systems,elective,40-305,"This is a follow-up to the introduction course on Stochastic Modelling. Students learn advanced methods in stochastic modelling with a focus on business, engineering and financial math applications. Topics to be covered include renewal theory and martingales (discrete time). Time permitting other topics such as branching processes, spatial processes or stochastic networks could be introduced. At the end of the term, students will be able to: Pre-Requisites (for Exchange Students) : Markov chains and queuing theory Number of credits: 6"
engineering_systems,elective,40-316,"This is an introductory course in basic game theory. Topics covered include static games of complete information, game theoretic modelling, best-response functions, pure and mixed strategy Nash equilibrium, correlated equilibrium, dynamic games of complete information, backward induction, subgame-perfect equilibrium, repeated games, Bayesian games, auctions, dynamic games of incomplete information, mechanism design. At the end of the term, students will be able to: Number of credits: 12"
engineering_systems,elective,40-318,"Successful orchestration of planning and execution processes across virtual and global supply chain networks is a critical success factor for today’s businesses. This necessitates tight information integration across business functions and a strong alignment between the business and information technology functions. In the first half of the course we will study supply chain operations of a global manufacturing and distribution company, the NOVA Corporation. Using an experiential simulation of the company’s supply chain, we will identify common errors in the design of such systems. We will see in greater detail how logistics policies, organizational design, performance measurement systems, information flows, and even currency fluctuations can impact a company’s performance. Customer requirements ultimately determine a company’s manufacturing and distribution system requirements. The course material is unified around the theme of applying five basic principles of supply chain management to global manufacturing and logistics. The second half of the course develops a framework and process for discovering the value potential of digitalisation and ensuring value realization from investments in digital technologies. Prerequisites Number of credits: 12"
engineering_systems,elective,40-319,"An agent is intelligent if it perceives its environment and takes actions that maximize its chances of successfully achieving its goals. In this course, we will study how to imbue machines with intelligence, focusing on foundational principles and mathematical theories of real-world modelling, problem solving and statistical learning. We will borrow strategies from biological intelligence such as neural networks and reinforcement learning. Students will learn powerful concepts from decision theory, information theory, generative models, deep learning, dimensionality reduction, expectation-maximization, time-series prediction, control theory and machine reasoning, and will exploit software tools for building intelligent systems. Prerequisites (for Exchange Students): Calculus, linear algebra and programming (preferably Python) Number of credits: 12"
engineering_systems,elective,40-320,"An airport is one of the most complex engineering systems in existence. It must simultaneously achieve ultra-high levels of safety and security while providing high throughput of passengers and cargo on a daily basis. It is an integrated system of systems bringing together airlines, air traffic controllers, baggage and cargo handlers, airport operators, customs, immigration, and security officers, as well as various ancillary support services such as connection to ground transportation and the provision of food, beverage, and emergency services. If you can appreciate the multiple dimensions of planning and design of an airport system, you are well-prepared to tackle many other system of systems challenges. – Number of credits: 12"
engineering_systems,elective,40-321,"Airports are complex systems that require the use of specialized modelling tools to be operated and managed efficiently. This course aims to provide students with appropriate knowledge and modelling skillset to critically apply simulation and optimization tools for airport systems planning, management and design. The modelling mindset is also applicable to other complex systems such as manufacturing facilities and hospitals. Topics include: airside capacity estimation, optimization of airport capacity utilization, airport demand management, simulation of airside aircraft movements, simulation of landside processes and air traffic flow management. A major aspect of this class is a final project where students are required to conduct a comprehensive simulation study on airport management using fast-time airport simulation tools (TAAM, Airtop, or CAST). Number of credits: 12"
engineering_systems,elective,40-323,"This course introduces two key tools used by professional investors. Together, students will identify and validate investment theses, and use the equity valuation models to identify potential investment opportunities. The course focuses primarily on the valuation of technology and engineering services firms. Number of credits: 12"
engineering_systems,elective,40-324,"This course introduces topics relevant for students who want to understand the modern framework for evaluating investment opportunities. It combines key elements of managerial accounting and finance, as well as modern portfolio and asset pricing theory. After completing this course, students will be able to apply the core tool of analytic finance to assess the value of company projects, including those undertaken by start‐ups. They will also be able to analyze financial market conditions to recommend investment strategies. Number of credits: 12"
computer_sci,core,50-001,"This course is an introduction to the design and programming of information systems and is taught using the Java programming language, building on students’ foundation of python from previous courses. Topics include object oriented programming, data structures, object-oriented design principles, mobile system and programming, design pattern and use of software libraries. Students learn how to build software that is flexible and maintainable with changing requirements. The course includes a project to build an Android app to apply the concepts learnt."
computer_sci,core,50-002,"This course introduces architecture of digital systems, emphasising structural principles common to a wide range of technologies. Topics include Multilevel implementation strategies; definition of new primitives (e.g., gates, instructions, procedures, and processes) and their mechanisation using lower-level elements. Analysis of potential concurrency; precedence constraints and performance measures; pipelined and multidimensional systems; instruction set design issues; architectural support for contemporary software structures."
computer_sci,core,50-003,"This course is an introduction to the fundamental principles and techniques of software construction that have greatest impact on practice. Topics include capturing the essence of a problem by recognizing and inventing suitable abstractions; key paradigms, including basic concepts of software design and their expression using notations from Unified Modeling Language (UML); software testing, automated software test generation, automated software security testing via blackbox, greybox and whitebox fuzzing approaches, detection and removal of software code smells, software coding standards to avoid security loopholes, concurrent programming, including programming with threads and processes, understanding concurrency problems like deadlock and data race. This course includes exercises in software design, implementation, testing and reasoning."
computer_sci,core,50-004,"This course is an introduction to algorithms and algorithmic thinking. The course covers common algorithms, algorithmic paradigms, and data structures that can be used to solve computational problems. Emphasis is placed on understanding why algorithms work, and how to analyse the complexity of algorithms. Students will learn the underlying thought process on how to design their own algorithms, including how to use suitable data structures and techniques such as dynamic programming to design algorithms that are efficient."
computer_sci,core,50-005,"Topics on the engineering of computing and networking systems: design challenges; techniques for controlling complexity; operating systems and networking systems: performance; strong modularity; client-server; naming; security and privacy, atomicity and coordination of concurrent activities; user and end-to-end applications. Case studies of working systems and readings from the current literature provide comparisons and contrasts. Students will complete two design/implementation projects."
computer_sci,elective,50-006,"The course will introduce the field of Human-Computer Interaction (HCI), Interaction Design and Usability in the context of today’s diverse interactive products. The course will cover usability principles, design guidelines and heuristics, user-centred design, usability engineering, user experience and evaluation techniques, and will include a series of mini design exercises and design-implementation projects. Students who successfully complete the course will be well-equipped with the concepts and language to argue and discuss how well a system’s front-end (e.g. a website, a mobile app, a museum kiosk, etc.) is designed and be able to design usable, easy-to-use, intuitive, attractive user-interfaces informed by the concepts and knowledge learned during the course."
computer_sci,elective,50-007,"Machine learning is the study of algorithms that improve their performance at some task with experience. In this course, students will learn how machine learning has led to many innovative real-world applications. The students will also gain an in-depth understanding of a broad range of machine learning algorithms from basic to state-of-the-art, such as: naïve Bayes, logistic regression, neural networks, clustering, probabilistic graphical models, reinforcement learning and SVMs. At the end of the term, students will be able to:"
computer_sci,elective,50-012,"This course will introduce the principles and practice of computer networking, with emphasis on the Internet. Students will learn concepts, principles, protocols, and applications of computer networks, including packet switching, layered architectures, TCP/IP, physical layer, error control, window flow control, local area networks (Ethernet, Token Ring; FDDI), network layer, congestion control, quality of service, multicast, network programming interfaces, networked applications."
computer_sci,elective,50-017,"Introduction to computer graphics algorithms, software and hardware. Topics include ray tracing, the graphics pipeline, transformations, texture mapping, shadows, sampling, global illumination, splines, animation, colour, fundamentals of virtual and augmented reality (VR and AR). In this course, we will concentrate on 3D, not 2D illustration or image processing. You will learn:"
computer_sci,elective,50-020,"This course covers theory and practice of network security. Starting with general introduction of network security, this course focuses on Internet security. The first part addresses common security issues and countermeasures at each of the five layers from the TCP/IP protocol stack. Subsequently, Firewall and Intrusion Detection/ Prevention System are covered as two of the most common tools/technologies to protect a network. Finally, the course ends with special topics such as wireless network security, IoT security, etc. By the end of the course, students will be able to: No textbook required. Recommended books are listed below."
